user_id,group,device,age,country,sessions,session_duration,pages_viewed,add_to_cart,purchased,revenue,satisfaction,signup_date
111043,Treatment,Tablet,21,India,6,10.94,14,1,0,0.0,3.1,2026-05-10
111044,Treatment,Desktop,32,Bangladesh,5,3.31,11,1,1,35.17,4.6,2026-01-06
111045,Control,Mobile,33,Bangladesh,4,4.87,8,1,0,0.0,3.5,2026-06-10
111046,Treatment,Desktop,31,USA,4,8.52,10,1,0,0.0,2.8,2026-07-10
111047,Control,Mobile,48,Bangladesh,4,6.18,11,1,1,15.97,2.7,2026-05-26
111048,Control,Mobile,35,India,3,19.0,9,1,1,94.46,3.9,2026-04-26
111049,Control,Mobile,21,USA,7,21.24,19,0,0,0.0,3.8,2026-02-16
111050,Control,Mobile,37,USA,8,3.14,17,0,0,0.0,2.9,2026-07-23
111051,Control,Mobile,28,Bangladesh,6,18.7,11,0,0,0.0,2.4,2026-03-14
111052,Control,Mobile,28,USA,3,4.15,7,0,0,0.0,3.8,2026-03-23
111053,Treatment,Tablet,29,Canada,4,9.19,7,1,1,21.73,3.0,2026-05-23
111054,Treatment,Mobile,28,India,6,8.85,18,1,0,0.0,3.6,2026-08-14
111055,Treatment,Mobile,33,USA,4,10.65,9,1,0,0.0,3.9,2026-07-03
111056,Control,Tablet,50,UK,2,1.0,5,0,0,0.0,3.2,2026-02-18
111057,Treatment,Mobile,28,UK,4,15.14,8,0,0,0.0,4.3,2026-02-25
111058,Treatment,Desktop,32,Bangladesh,3,12.85,7,1,0,0.0,2.4,2026-02-05
111059,Control,Mobile,33,Canada,1,5.37,2,0,0,0.0,2.8,2026-07-26
111060,Treatment,Mobile,26,Bangladesh,5,12.71,11,0,0,0.0,3.3,2026-07-15
111061,Treatment,Mobile,27,Canada,4,11.83,11,0,0,0.0,4.4,2026-06-28
111062,Control,Tablet,40,Bangladesh,4,12.28,9,0,1,33.76,4.0,2026-07-26
111063,Treatment,Mobile,26,Bangladesh,6,4.62,9,0,0,0.0,2.6,2026-08-30
111064,Treatment,Mobile,23,UK,5,28.15,11,0,1,30.05,4.3,2026-06-19
111065,Control,Tablet,47,Bangladesh,4,13.55,9,1,0,0.0,3.6,2026-01-15
111066,Control,Tablet,20,Bangladesh,6,4.39,18,1,0,0.0,2.9,2026-05-09
111067,Control,Mobile,39,India,9,5.76,25,0,1,22.47,3.1,2026-08-25
111068,Control,Desktop,29,USA,8,4.97,16,1,0,0.0,1.9,2026-04-05
111069,Treatment,Mobile,20,Bangladesh,4,10.81,8,1,0,0.0,3.6,2026-05-13
111070,Treatment,Mobile,28,India,6,13.03,14,0,1,65.6,3.1,2026-04-12
111071,Control,Mobile,29,India,6,10.38,16,1,0,0.0,1.9,2026-03-18
111072,Treatment,Mobile,18,Bangladesh,6,7.88,8,1,0,0.0,2.9,2026-06-09
111073,Control,Mobile,35,India,5,2.31,13,0,0,0.0,3.8,2026-05-23
111074,Control,Mobile,34,Bangladesh,7,8.77,7,0,0,0.0,2.7,2026-05-31
111075,Control,Mobile,28,Bangladesh,2,3.44,3,0,1,55.53,3.8,2026-03-26
111076,Treatment,Mobile,35,USA,4,18.88,8,1,1,19.45,3.9,2026-01-14
111077,Control,Mobile,33,UK,4,1.04,11,0,0,0.0,3.9,2026-06-01
111078,Control,Tablet,43,India,4,2.31,10,1,0,0.0,2.4,2026-07-23
111079,Control,Desktop,21,Bangladesh,5,5.94,12,0,0,0.0,2.3,2026-07-16
111080,Treatment,Mobile,28,India,3,5.37,7,0,0,0.0,3.4,2026-07-29
111081,Treatment,Desktop,40,UK,2,10.86,7,0,0,0.0,3.9,2026-07-05
111082,Control,Mobile,36,India,9,6.74,30,0,0,0.0,2.6,2026-01-02
111083,Control,Mobile,18,India,4,17.12,6,0,1,30.84,3.5,2026-02-12
111084,Treatment,Mobile,18,Canada,4,2.27,12,1,1,48.72,3.3,2026-06-26
111085,Treatment,Mobile,31,India,2,7.7,6,1,0,0.0,2.4,2026-02-19
111086,Control,Desktop,46,USA,3,16.42,7,0,0,0.0,3.5,2026-06-02
111087,Treatment,Tablet,27,India,5,5.81,9,0,1,110.89,4.0,2026-08-27
111088,Treatment,Mobile,37,Bangladesh,7,5.56,15,1,0,0.0,2.3,2026-01-04
111089,Control,Mobile,32,Bangladesh,4,8.97,9,1,0,0.0,3.0,2026-01-23
111090,Treatment,Mobile,36,India,5,10.17,6,0,0,0.0,4.1,2026-06-10
111091,Treatment,Mobile,41,India,6,4.28,11,0,0,0.0,3.8,2026-07-10
111092,Treatment,Desktop,39,Bangladesh,6,2.61,15,1,0,0.0,1.0,2026-02-11
111093,Control,Mobile,39,Bangladesh,7,21.66,10,0,0,0.0,2.9,2026-07-01
111094,Control,Mobile,25,UK,4,5.76,8,0,0,0.0,3.2,2026-05-14
111095,Control,Desktop,30,UK,4,9.37,3,1,0,0.0,3.3,2026-03-15
111096,Control,Mobile,36,India,4,5.78,10,1,0,0.0,2.9,2026-04-07
111097,Treatment,Tablet,35,USA,5,5.41,6,1,0,0.0,2.6,2026-05-11
111098,Treatment,Mobile,36,Bangladesh,5,12.93,13,0,0,0.0,2.2,2026-08-19
111099,Treatment,Mobile,18,India,7,7.96,17,1,1,42.84,3.2,2026-04-17
111100,Treatment,Mobile,42,Bangladesh,5,13.62,4,0,0,0.0,3.0,2026-03-24
111101,Control,Mobile,18,India,7,5.59,12,1,0,0.0,3.9,2026-08-27
111102,Treatment,Desktop,24,India,6,12.16,18,1,0,0.0,4.4,2026-03-06
111103,Treatment,Mobile,33,India,6,17.25,12,1,0,0.0,4.7,2026-06-07
111104,Control,Desktop,31,Bangladesh,2,12.99,4,1,0,0.0,1.8,2026-08-23
111105,Treatment,Mobile,44,Bangladesh,4,20.84,5,1,0,0.0,3.9,2026-02-28
111106,Control,Tablet,20,UK,2,17.95,6,1,0,0.0,3.3,2026-02-11
111107,Treatment,Tablet,28,Bangladesh,7,1.68,20,0,0,0.0,2.5,2026-02-27
111108,Treatment,Mobile,18,Bangladesh,3,10.02,8,0,1,39.21,4.0,2026-01-29
111109,Control,Mobile,32,Bangladesh,6,9.64,13,1,0,0.0,3.7,2026-07-15
111110,Treatment,Desktop,29,Bangladesh,4,5.75,11,0,0,0.0,2.2,2026-02-18
111111,Treatment,Mobile,20,India,6,18.16,10,1,0,0.0,3.7,2026-08-09
111112,Control,Desktop,43,India,6,4.05,8,0,0,0.0,2.7,2026-05-07
111113,Control,Mobile,41,Bangladesh,3,3.16,7,0,0,0.0,3.3,2026-07-09
111114,Control,Desktop,32,Bangladesh,7,,26,0,0,0.0,3.1,2026-01-27
111115,Treatment,Mobile,41,Bangladesh,4,11.84,8,1,0,0.0,3.6,2026-05-10
111116,Treatment,Desktop,30,India,5,6.02,15,0,0,0.0,4.0,2026-04-15
111117,Treatment,Mobile,37,UK,7,22.04,8,1,1,55.05,3.5,2026-05-06
111118,Treatment,Desktop,39,Bangladesh,7,10.07,19,0,1,19.8,3.7,2026-04-09
111119,Treatment,Mobile,21,India,4,24.16,8,0,0,0.0,3.5,2026-07-23
111120,Control,Mobile,35,USA,7,5.76,8,0,0,0.0,2.6,2026-02-07
111121,Treatment,Tablet,33,Bangladesh,4,3.59,12,1,1,63.55,4.1,2026-01-23
111122,Control,Desktop,22,India,2,5.39,5,1,1,43.45,3.2,2026-08-18
111123,Control,Tablet,20,India,5,9.23,9,0,0,0.0,3.8,2026-07-09
111124,Treatment,Mobile,35,USA,2,9.24,6,0,1,34.74,4.2,2026-01-02
111125,Control,Desktop,28,UK,6,4.48,11,0,0,0.0,2.8,2026-07-17
111126,Treatment,Mobile,18,Bangladesh,9,22.62,19,1,1,60.29,4.5,2026-07-28
111127,Treatment,Desktop,36,Bangladesh,10,6.09,21,0,0,0.0,3.8,2026-03-03
111128,Control,Mobile,39,India,4,11.79,11,0,0,0.0,4.6,2026-02-17
111129,Control,Mobile,20,Bangladesh,3,5.56,9,0,0,0.0,3.6,2026-05-01
111130,Treatment,Desktop,31,Bangladesh,5,8.47,10,0,0,0.0,3.5,2026-08-01
111131,Treatment,Mobile,45,UK,4,9.7,10,0,0,0.0,2.5,2026-01-19
111132,Control,Tablet,23,India,6,4.49,13,0,0,0.0,1.7,2026-03-20
111133,Control,Mobile,46,Bangladesh,4,7.28,10,0,1,30.01,2.9,2026-04-13
111134,Treatment,Tablet,28,Bangladesh,6,14.42,12,0,0,0.0,3.5,2026-01-21
111135,Treatment,Desktop,30,Bangladesh,7,12.68,20,1,1,38.5,1.8,2026-07-12
111136,Control,Desktop,18,Bangladesh,8,4.09,21,1,0,0.0,3.3,2026-01-06
111137,Control,Mobile,19,UK,3,12.08,6,0,0,0.0,3.6,2026-07-25
111138,Treatment,Desktop,25,Canada,6,3.24,9,1,0,0.0,2.6,2026-08-23
111139,Treatment,Mobile,39,India,5,14.03,12,0,0,0.0,3.8,2026-03-03
111140,Treatment,Desktop,52,Bangladesh,4,2.1,6,0,0,0.0,2.7,2026-01-07
111141,Treatment,Mobile,54,USA,5,6.49,5,1,0,0.0,3.2,2026-08-10
111142,Treatment,Desktop,30,UK,3,1.5,10,1,0,0.0,4.3,2026-04-26
111143,Control,Desktop,28,Canada,7,7.41,15,0,0,0.0,3.1,2026-06-01
111144,Treatment,Mobile,22,India,2,2.06,3,1,0,0.0,4.6,2026-07-08
111145,Control,Desktop,41,India,6,10.3,13,1,0,0.0,2.1,2026-01-26
111146,Treatment,Mobile,24,India,7,18.14,26,1,1,21.31,3.0,2026-01-10
111147,Control,Tablet,29,Bangladesh,11,4.46,29,0,0,0.0,3.1,2026-07-22
111148,Control,Tablet,35,India,2,3.12,4,0,0,0.0,2.7,2026-05-09
111149,Treatment,Mobile,35,USA,5,3.92,15,1,0,0.0,3.7,2026-08-23
111150,Treatment,Mobile,26,USA,4,7.89,6,1,0,0.0,3.5,2026-06-23
111151,Control,Desktop,30,India,8,7.33,18,1,0,0.0,3.3,2026-02-03
111152,Treatment,Mobile,26,USA,5,1.44,15,1,1,47.33,2.6,2026-04-25
111153,Control,Mobile,24,India,6,3.83,13,0,1,48.45,1.5,2026-03-29
111154,Control,Mobile,22,Bangladesh,4,3.48,11,1,1,27.16,,2026-08-09
111155,Treatment,Mobile,18,UK,1,2.35,3,0,0,0.0,3.5,2026-01-18
111156,Control,Mobile,34,India,5,10.64,9,0,0,0.0,4.9,2026-01-06
111157,Treatment,Mobile,29,USA,5,8.63,15,0,0,0.0,3.1,2026-03-07
111158,Control,Mobile,21,Bangladesh,5,9.47,12,1,0,0.0,3.7,2026-01-25
111159,Treatment,Mobile,20,UK,4,1.0,5,0,0,0.0,2.0,2026-06-30
111160,Treatment,Mobile,20,India,9,15.7,28,1,0,0.0,4.4,2026-08-03
111161,Control,Mobile,25,India,4,4.09,9,1,0,0.0,3.2,2026-06-19
111162,Control,Desktop,41,Canada,8,10.65,19,1,0,0.0,3.4,2026-06-05
111163,Treatment,Desktop,25,UK,9,6.99,12,0,0,0.0,3.8,2026-08-29
111164,Treatment,Mobile,36,India,7,29.18,25,0,0,0.0,3.2,2026-04-08
111165,Control,Desktop,45,Bangladesh,5,8.48,16,1,1,36.15,2.5,2026-01-24
111166,Treatment,Desktop,33,Canada,5,2.7,13,0,0,0.0,3.0,2026-05-01
111167,Control,Mobile,24,Canada,5,4.87,13,1,0,0.0,2.5,2026-08-25
111168,Control,Mobile,30,Bangladesh,6,11.9,16,0,1,16.59,3.3,2026-06-21
111169,Control,Mobile,31,India,6,5.3,13,0,0,0.0,3.3,2026-04-01
111170,Control,Desktop,47,India,5,20.85,9,1,0,0.0,3.8,2026-01-11
111171,Treatment,Mobile,18,Bangladesh,7,11.06,26,1,0,0.0,3.3,2026-03-11
111172,Treatment,Tablet,41,Bangladesh,3,5.46,7,1,0,0.0,3.7,2026-07-02
111173,Treatment,Desktop,18,India,6,12.77,5,0,0,0.0,2.6,2026-01-05
111174,Treatment,Mobile,38,Canada,3,6.25,7,0,0,0.0,3.3,2026-05-22
111175,Treatment,Mobile,27,Bangladesh,6,6.48,11,0,0,0.0,3.1,2026-05-01
111176,Treatment,Mobile,47,UK,4,7.47,8,1,0,0.0,3.6,2026-07-25
111177,Treatment,Mobile,37,UK,3,2.69,4,0,0,0.0,4.2,2026-08-04
111178,Treatment,Mobile,36,UK,8,6.65,24,0,1,48.02,3.3,2026-05-19
111179,Treatment,Desktop,23,Bangladesh,6,1.08,11,0,0,0.0,3.2,2026-05-14
111180,Control,Desktop,47,India,4,6.09,8,0,0,0.0,2.9,2026-05-24
111181,Treatment,Mobile,56,Bangladesh,4,4.97,7,1,0,0.0,1.7,2026-08-17
111182,Treatment,Mobile,49,Canada,7,9.19,20,1,0,0.0,2.4,2026-07-12
111183,Treatment,Mobile,22,India,3,5.44,8,0,1,11.13,3.9,2026-08-28
111184,Treatment,Mobile,29,Bangladesh,1,6.04,2,1,1,47.43,2.8,2026-01-18
111185,Treatment,Desktop,20,Bangladesh,8,1.36,12,1,0,0.0,3.0,2026-01-03
111186,Treatment,Mobile,26,India,7,21.2,13,0,0,0.0,3.4,2026-03-09
111187,Control,Desktop,34,Canada,6,5.55,21,0,1,35.64,3.2,2026-06-29
111188,Treatment,Tablet,38,India,6,2.2,11,0,0,0.0,2.9,2026-07-09
111189,Control,Mobile,36,India,6,5.61,11,1,0,0.0,3.2,2026-02-01
111190,Treatment,Mobile,18,Bangladesh,4,6.43,6,1,1,18.78,3.3,2026-05-25
111191,Treatment,Mobile,31,UK,4,6.66,9,1,1,14.47,4.2,2026-04-04
111192,Control,Mobile,36,India,12,8.42,23,1,0,0.0,3.5,2026-08-22
111193,Control,Mobile,40,Canada,3,9.42,7,1,0,0.0,3.5,2026-01-16
111194,Treatment,Desktop,35,Bangladesh,6,5.44,11,1,1,24.72,3.3,2026-04-29
111195,Control,Desktop,35,India,4,1.63,13,0,0,0.0,2.8,2026-08-24
111196,Control,Desktop,29,India,4,4.88,7,0,0,0.0,2.6,2026-03-19
111197,Treatment,Desktop,33,Bangladesh,6,7.09,6,0,0,0.0,2.7,2026-02-12
111198,Control,Desktop,54,Bangladesh,8,2.4,20,0,0,0.0,2.9,2026-01-12
111199,Control,Mobile,42,Bangladesh,3,5.17,9,1,0,0.0,2.6,2026-03-06
111200,Treatment,Desktop,34,Bangladesh,2,7.26,2,0,0,0.0,4.0,2026-07-16
111201,Control,Desktop,38,India,3,4.76,8,0,0,0.0,3.5,2026-04-15
111202,Control,Mobile,32,Bangladesh,4,2.99,8,1,0,0.0,3.3,2026-01-07
111203,Treatment,Tablet,32,India,4,18.41,8,0,0,0.0,3.4,2026-04-17
111204,Treatment,Tablet,40,India,4,9.72,5,1,1,41.91,3.4,2026-05-31
111205,Treatment,Mobile,26,India,5,1.96,13,0,0,0.0,3.2,2026-05-30
111206,Treatment,Desktop,30,Bangladesh,5,5.6,13,1,1,25.95,2.6,2026-01-13
111207,Treatment,Mobile,19,India,5,11.34,6,0,1,27.77,3.4,2026-02-20
111208,Control,Mobile,38,Bangladesh,6,16.71,7,0,0,0.0,4.2,2026-07-22
111209,Control,Mobile,41,Bangladesh,4,9.65,6,0,0,0.0,3.7,2026-04-01
111210,Control,Mobile,36,India,4,3.67,7,0,0,0.0,3.2,2026-04-09
111211,Control,Mobile,29,Bangladesh,5,6.97,12,1,0,0.0,3.5,2026-03-15
111212,Treatment,Mobile,31,UK,5,14.63,9,1,0,0.0,3.2,2026-03-05
111213,Treatment,Desktop,32,Canada,8,19.71,16,0,1,51.54,2.6,2026-07-08
111214,Control,Mobile,41,India,2,7.24,6,1,1,15.1,2.8,2026-03-30
111215,Treatment,Mobile,40,Bangladesh,6,7.98,5,0,0,0.0,4.0,2026-01-12
111216,Control,Mobile,18,India,7,1.51,18,0,0,0.0,2.5,2026-01-14
111217,Control,Mobile,23,India,2,10.85,5,0,0,0.0,2.5,2026-08-26
111218,Treatment,Mobile,35,Bangladesh,5,14.83,11,1,1,32.35,3.3,2026-08-24
111219,Control,Mobile,19,Bangladesh,4,7.54,11,0,0,0.0,3.0,2026-01-01
111220,Control,Mobile,39,Bangladesh,2,6.1,4,0,0,0.0,2.8,2026-04-21
111221,Control,Mobile,29,Bangladesh,5,5.97,7,0,0,0.0,3.1,2026-06-21
111222,Control,Mobile,37,India,3,5.01,8,0,0,0.0,2.8,2026-05-02
111223,Treatment,Desktop,31,UK,9,12.24,23,1,1,43.97,3.5,2026-02-18
111224,Treatment,Mobile,30,Bangladesh,2,14.38,6,0,0,0.0,3.1,2026-03-08
111225,Control,Desktop,21,Bangladesh,3,6.72,8,0,0,0.0,2.6,2026-01-29
111226,Control,Mobile,26,Bangladesh,5,13.04,9,1,1,44.53,4.7,2026-04-11
111227,Treatment,Mobile,30,Bangladesh,2,6.82,5,0,0,0.0,3.1,2026-01-03
111228,Treatment,Mobile,30,Bangladesh,8,7.0,19,1,1,66.21,4.0,2026-03-05
111229,Control,Tablet,38,Bangladesh,7,13.87,21,1,1,48.23,4.6,2026-07-28
111230,Control,Mobile,25,Bangladesh,9,26.67,15,1,0,0.0,3.2,2026-06-02
111231,Treatment,Desktop,31,India,5,7.46,7,0,0,0.0,3.3,2026-04-11
111232,Treatment,Mobile,45,India,6,12.56,13,1,1,54.46,2.6,2026-03-28
111233,Control,Mobile,38,UK,9,8.73,18,1,1,72.57,3.8,2026-01-17
111234,Treatment,Tablet,32,India,5,10.46,16,0,1,32.47,3.1,2026-06-17
111235,Control,Mobile,18,Bangladesh,4,6.42,14,0,0,0.0,4.1,2026-08-22
111236,Treatment,Mobile,19,USA,4,11.63,11,0,0,0.0,3.2,2026-07-31
111237,Treatment,Mobile,37,Bangladesh,6,9.02,15,1,0,0.0,4.1,2026-08-25
111238,Treatment,Mobile,38,India,8,7.74,17,1,1,144.85,4.1,2026-04-01
111239,Control,Mobile,18,Bangladesh,6,5.13,13,0,0,0.0,3.8,2026-05-07
111240,Control,Mobile,37,Bangladesh,2,2.72,5,1,0,0.0,3.4,2026-02-19
111241,Control,Mobile,26,India,5,7.6,13,0,0,0.0,3.1,2026-06-13
111242,Treatment,Desktop,27,Bangladesh,3,6.1,6,1,0,0.0,4.4,2026-08-17
111243,Control,Mobile,39,Bangladesh,7,14.12,13,0,0,0.0,3.1,2026-06-14
111244,Control,Tablet,38,Bangladesh,2,2.97,5,0,0,0.0,2.8,2026-02-06
111245,Control,Mobile,30,USA,2,8.66,4,0,0,0.0,1.8,2026-01-23
111246,Treatment,Desktop,37,Bangladesh,7,4.24,13,0,0,0.0,2.6,2026-03-08
111247,Control,Desktop,28,India,3,9.69,11,0,0,0.0,2.2,2026-06-15
111248,Control,Mobile,24,USA,5,8.96,15,1,1,16.7,4.2,2026-05-31
111249,Control,Mobile,42,Bangladesh,3,4.5,9,0,0,0.0,3.3,2026-01-31
111250,Treatment,Mobile,43,USA,7,10.81,21,1,0,0.0,4.3,2026-05-18
111251,Treatment,Mobile,25,UK,4,22.74,11,0,0,0.0,3.5,2026-08-06
111252,Treatment,Mobile,26,Canada,1,4.22,1,0,0,0.0,3.2,2026-02-15
111253,Treatment,Desktop,39,Bangladesh,3,7.11,2,0,0,0.0,3.8,2026-05-16
111254,Treatment,Mobile,25,Bangladesh,3,29.13,9,0,0,0.0,2.4,2026-06-05
111255,Control,Mobile,38,USA,9,5.38,13,1,0,0.0,3.9,2026-08-24
111256,Treatment,Mobile,22,Bangladesh,4,12.15,7,0,0,0.0,3.8,2026-08-07
111257,Control,Desktop,28,Bangladesh,6,4.53,13,0,0,0.0,2.8,2026-05-07
111258,Control,Mobile,40,Bangladesh,9,8.85,26,1,0,0.0,4.2,2026-02-09
111259,Treatment,Mobile,22,USA,5,8.67,10,1,0,0.0,3.2,2026-02-12
111260,Control,Mobile,26,Bangladesh,5,25.39,13,0,0,0.0,3.6,2026-08-06
111261,Control,Mobile,34,India,2,3.72,5,0,0,0.0,2.4,2026-06-28
111262,Control,Desktop,18,Bangladesh,8,3.27,19,0,0,0.0,2.7,2026-06-24
111263,Treatment,Desktop,32,India,6,9.82,11,1,0,0.0,2.9,2026-05-05
111264,Control,Desktop,41,India,5,1.62,14,0,0,0.0,3.3,2026-03-28
111265,Treatment,Mobile,39,Bangladesh,3,13.2,4,1,0,0.0,3.4,2026-03-18
111266,Treatment,Tablet,31,Bangladesh,4,9.07,12,1,0,0.0,3.4,2026-03-23
111267,Treatment,Mobile,31,Bangladesh,6,14.8,15,0,0,0.0,3.0,2026-06-16
111268,Control,Mobile,44,Bangladesh,7,11.75,13,0,0,0.0,3.3,2026-03-31
111269,Treatment,Mobile,43,India,3,1.0,4,1,0,0.0,3.0,2026-06-06
111270,Control,Mobile,30,Canada,3,4.15,6,0,0,0.0,3.7,2026-08-21
111271,Control,Mobile,25,India,6,3.28,6,0,0,0.0,2.7,2026-05-05
111272,Control,Mobile,39,UK,5,6.54,12,0,0,0.0,2.2,2026-08-28
111273,Treatment,Mobile,41,Canada,6,11.83,12,0,0,0.0,2.6,2026-07-24
111274,Control,Mobile,43,India,3,9.32,4,1,0,0.0,3.2,2026-01-05
111275,Control,Desktop,36,Bangladesh,5,8.85,7,1,0,0.0,3.1,2026-02-09
111276,Control,Tablet,28,Canada,2,9.38,7,0,1,19.25,2.3,2026-02-03
111277,Control,Mobile,18,India,6,17.84,12,1,0,0.0,3.9,2026-06-14
111278,Treatment,Desktop,48,Canada,9,3.31,11,1,0,0.0,3.2,2026-03-07
111279,Treatment,Desktop,45,India,2,6.54,6,0,0,0.0,2.9,2026-02-12
111280,Treatment,Tablet,24,USA,4,,8,0,0,0.0,3.3,2026-01-16
111281,Control,Mobile,33,UK,3,9.07,7,1,0,0.0,3.1,2026-03-13
111282,Control,Desktop,29,USA,2,13.37,3,0,0,0.0,3.0,2026-06-08
111283,Treatment,Mobile,32,India,4,10.33,11,0,0,0.0,2.5,2026-01-13
111284,Control,Desktop,27,India,8,21.61,16,1,0,0.0,2.6,2026-07-03
111285,Treatment,Desktop,37,UK,5,20.28,7,0,0,0.0,3.3,2026-07-13
111286,Control,Desktop,21,USA,4,12.88,6,0,1,61.23,2.8,2026-02-07
111287,Treatment,Mobile,27,Bangladesh,3,5.72,4,0,0,0.0,2.9,2026-01-10
111288,Control,Desktop,39,India,5,3.42,12,1,0,0.0,3.9,2026-08-19
111289,Control,Mobile,18,India,9,6.33,31,1,1,40.82,4.1,2026-06-03
111290,Treatment,Mobile,34,Bangladesh,4,13.57,12,1,0,0.0,3.7,2026-02-08
111291,Treatment,Mobile,26,Bangladesh,6,17.1,20,1,1,41.56,3.5,2026-07-06
111292,Control,Desktop,46,Bangladesh,6,3.14,8,1,0,0.0,3.4,2026-07-09
111293,Treatment,Tablet,34,UK,7,5.17,13,0,0,0.0,2.9,2026-04-05
111294,Treatment,Desktop,24,Bangladesh,6,9.56,13,0,0,0.0,3.6,2026-06-27
111295,Control,Mobile,44,India,2,,4,1,0,0.0,2.8,2026-07-17
111296,Control,Mobile,31,UK,4,9.38,8,0,0,0.0,3.7,2026-01-15
111297,Control,Mobile,32,Bangladesh,3,2.71,5,1,1,50.25,3.3,2026-08-01
111298,Control,Mobile,39,Bangladesh,6,,7,1,0,0.0,4.3,2026-08-30
111299,Treatment,Mobile,26,Canada,3,5.72,8,1,0,0.0,2.8,2026-01-26
111300,Control,Mobile,44,USA,1,8.28,3,1,0,0.0,3.2,2026-02-26
111301,Control,Mobile,36,Bangladesh,5,7.47,13,1,0,0.0,3.3,2026-03-14
111302,Control,Desktop,25,USA,5,6.5,6,1,1,14.22,4.2,2026-07-02
111303,Treatment,Mobile,27,USA,4,7.13,10,0,0,0.0,3.2,2026-04-07
111304,Control,Desktop,20,UK,4,10.05,5,0,0,0.0,3.5,2026-02-06
111305,Control,Mobile,34,Bangladesh,8,6.23,17,0,0,0.0,4.3,2026-01-08
111306,Control,Mobile,29,Bangladesh,3,17.01,5,1,0,0.0,2.8,2026-07-14
111307,Treatment,Mobile,34,India,1,12.94,2,0,0,0.0,2.3,2026-07-10
111308,Control,Mobile,18,Bangladesh,6,23.76,13,1,1,32.74,4.2,2026-04-15
111309,Treatment,Mobile,26,Bangladesh,4,2.36,10,0,0,0.0,2.7,2026-03-28
111310,Control,Mobile,22,Bangladesh,2,8.16,3,0,0,0.0,4.0,2026-07-13
111311,Control,Desktop,35,India,5,4.85,8,1,0,0.0,3.2,2026-04-12
111312,Treatment,Desktop,26,Bangladesh,5,11.46,10,1,0,0.0,3.2,2026-01-19
111313,Control,Mobile,35,Bangladesh,6,5.94,16,1,0,0.0,3.9,2026-06-13
111314,Treatment,Mobile,26,USA,2,9.7,4,0,0,0.0,3.4,2026-08-31
111315,Treatment,Tablet,46,Bangladesh,6,7.36,14,0,0,0.0,3.6,2026-02-17
111316,Treatment,Desktop,31,Bangladesh,4,11.66,9,0,0,0.0,3.9,2026-06-07
111317,Treatment,Desktop,39,USA,6,4.28,12,1,1,35.65,3.1,2026-06-15
111318,Control,Desktop,30,India,10,6.24,4,0,0,0.0,2.7,2026-07-06
111319,Control,Mobile,39,India,5,7.87,18,0,0,0.0,2.6,2026-06-23
111320,Treatment,Mobile,24,Bangladesh,5,8.72,9,1,0,0.0,3.0,2026-07-19
111321,Treatment,Mobile,31,Bangladesh,7,14.38,18,0,0,0.0,3.2,2026-02-05
111322,Treatment,Mobile,27,India,7,11.37,11,1,0,0.0,3.5,2026-05-08
111323,Control,Mobile,48,Canada,10,15.51,18,1,0,0.0,3.2,2026-01-14
111324,Control,Mobile,20,Bangladesh,4,3.75,11,1,1,54.61,3.5,2026-03-25
111325,Treatment,Desktop,50,India,11,4.9,28,1,1,57.16,3.7,2026-03-31
111326,Control,Mobile,19,Bangladesh,4,14.95,11,1,0,0.0,3.5,2026-07-06
111327,Control,Mobile,38,Bangladesh,2,17.05,8,1,0,0.0,3.4,2026-08-19
111328,Control,Mobile,25,Bangladesh,3,13.44,10,1,0,0.0,4.1,2026-08-30
111329,Treatment,Mobile,33,UK,3,5.24,4,0,0,0.0,3.6,2026-07-26
111330,Control,Mobile,29,Bangladesh,6,2.04,25,0,0,0.0,2.8,2026-05-25
111331,Treatment,Desktop,24,Bangladesh,6,14.11,14,1,1,24.0,3.3,2026-05-08
111332,Control,Desktop,32,USA,5,3.36,7,0,0,0.0,2.3,2026-05-23
111333,Treatment,Mobile,27,Bangladesh,7,13.95,23,1,0,0.0,3.6,2026-02-11
111334,Treatment,Mobile,36,Bangladesh,1,14.23,3,0,0,0.0,3.2,2026-07-27
111335,Control,Desktop,22,Bangladesh,5,10.04,15,0,1,67.02,3.4,2026-02-26
111336,Treatment,Mobile,35,Canada,9,6.12,16,1,0,0.0,3.0,2026-04-09
111337,Control,Mobile,39,Bangladesh,6,12.17,8,1,1,37.56,4.4,2026-08-10
111338,Control,Mobile,30,Canada,9,3.36,31,1,0,0.0,3.3,2026-06-03
111339,Treatment,Tablet,19,Bangladesh,5,4.49,12,0,0,0.0,3.1,2026-04-30
111340,Control,Mobile,47,Bangladesh,4,5.75,8,0,0,0.0,2.8,2026-05-29
111341,Control,Desktop,35,UK,5,5.11,16,0,0,0.0,3.1,2026-06-01
111342,Control,Mobile,25,India,6,5.03,19,1,0,0.0,4.1,2026-01-22
111343,Control,Mobile,35,Bangladesh,8,6.03,19,0,0,0.0,2.2,2026-05-29
111344,Treatment,Desktop,18,,6,9.78,21,0,0,0.0,4.4,2026-04-16
111345,Control,Mobile,42,Bangladesh,3,17.97,3,1,0,0.0,3.6,2026-06-14
111346,Treatment,Mobile,50,India,9,5.86,15,0,1,118.95,3.4,2026-03-17
111347,Treatment,Mobile,38,India,4,7.44,10,0,0,0.0,3.4,2026-04-10
111348,Control,Mobile,22,Bangladesh,5,4.17,16,1,1,59.08,3.6,2026-03-19
